Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Jakarta Barat,Aswan_cool aswan_cool,Pelayanannya buruk di telpon masuk ngga ada yang angkat  mau nanya paket di telpon susah paket saya dari Google adsen di kirim dari tgl. 6 November 2023 sampai sekarang ngga ada kabarnya tolong di perbaiki,1,setahun lalu
Kantor Pos Jakarta Barat,Din Developer,PIN admob/adsense untuk daerah Jakarta Barat ambilnya di sini. Nanti dicariin sama customer servicenya.,5,2 bulan lalu
Kantor Pos Jakarta Barat,Aviv Ready,"udah buka mulai dari jam 7 pagi.

Kesini ambil nomor verifikasi google adsense, aneh aja kenapa ngga dikirim ke alamat rumah langsung sih? Bukannya udah dibayar ya sama googlenya?

Buat sobat yg lagi nunggu nomor google adsense-nya ngga dateng-dateng, coba aja samperin ke kantor pos pusat di daerahnya masing-masing, tanya ke customer service bilang mau ambil google adsense. Semoga ketemu ya sob",4,4 tahun lalu
Kantor Pos Jakarta Barat,Beatrice Maefina,"jadi hari ini paket gw dateng
siang,cek d web blm update.
sore jam 17.00 gw cek
lg d antr ulang krn kosong
trs gw tanya tanya by online chat
katanya bisa ambil max 19.00
gw sampe jam 18.00
jeng jeng
besok libur dan hari ini semua udah hilang mandornya
tenggo
gw nanya kan jam brp harusnya mereka boleh pulang
kata salah satu staff d sana, ya ga tentu
sumpah kzl bgt gw sampe sana ud macet-macetan ga dpt apa-apa

dan gw d sana d tanganin oleh staff yg sabar banget
kepala dingin
dan berusaha buat bantu

seenggkny gw ga gondok bgt sih
ya udah lah ya",5,6 tahun lalu
Kantor Pos Jakarta Barat,Fransisca Lim,"Pengiriman next day (Rp 15,000) sangat lama, tidak sesuai namanya ""next day"", 3 hari saja pesanan meterai fisik belum bisa dilacak.",1,7 bulan lalu
Kantor Pos Jakarta Barat,Rinaldo Maharditama - Rinalditama,"Tadi setelah dari SiCepat Pesing, saya kesini untuk mencoba dan melihat sendiri Pos Indonesia hari ini di tengah persaingan antar kurir dn logistik.

Karena tanggal muda, dan Pos adalah mitra bayar dari Taspen (dan asuransi lainnya), tadi banyak antrian orang tua disini. Cuma ada isu informasi yang diberikan satpam kurang tepat, karena loket 1-5 itu untuk mitra bayar atau transaksi non kurir/pengiriman. Sementara yg kurir cuma di loket 7.

Yang mau kirim barang, bs langsung aja ngga ada antrian. Prosesnya cepat sampai keluar resi.

NB : Pengiriman reguler sesama Jakarta (beda kotamadya) cukup sehari. Okelah, sama seperti kurir yang lain 👍",5,Diedit setahun lalu
Kantor Pos Jakarta Barat,Jecelline Putri,"Kendala surat google adsense dari bulan Juni, akhirnya DM Instagram balasnya sangat cepat, langsung dibantu oleh Kak Wahyu dicarikan dokumennya dan hari itu juga langsung ambil ke kantor pos. Terima kasih Kak Wahyu🙏🏻 …",5,10 bulan lalu
Kantor Pos Jakarta Barat,Hendra Riyanto,"Parkiran harganya agak mahal, trs Tidak kerjasama dgn kejaksaan jaksel untuk pembayaran tilang pdhl diinfo cs bisa, merugikan waktu saya",2,4 tahun lalu
Kantor Pos Jakarta Barat,Gisella Sardono,"sumpah buruk pelayanan ga bisa dipercaya . ngomong sudah dijakarta. giliran di datengin bilangnya masih dikarung jd blm masuk gudang . suruh ninggalin nomer telp .   woyyyyyy gw udh nunggu 2 minggu lebih . alesan bantu follow up lah tapi ga ada tanggung jawab sama sekali .
BILANG AJA MALES CARI !!!!!! UDAH TUTUP AJA SEKALIAN . KLO PELAYANANNYA KAYA GINI",1,6 tahun lalu
Kantor Pos Jakarta Barat,Eti Rohaeti,"Kantornya nyaman, bersih, pelayanan bagus dn petugasnya ramah ramah",5,11 bulan lalu
