Pos Office Branch,User,Reviews,Rate,Date
Kantor Pos Cabang Balikpapan,Adhi Dumar Official,"BARANG 3 HARI YANG LALU DIKIRIM KE BATU KARANG, BATU SOPANG. TAPI BELUM SAMPAI PADAHAL MAU DIPAKAI LEBARAN",1,5 tahun lalu
Kantor Pos Cabang Balikpapan,dbguntoro,Kantor pos besar Balikpapan,4,7 tahun lalu
Kantor Pos Cabang Balikpapan,Faisal Nasrum,"Nda mau lagi pake pos, kelamaan.",1,4 tahun lalu
Kantor Pos Cabang Balikpapan,Nur Hikmah,Lokasinya sangat sangat mudah di cari dan berada di lokasi yang sangat strategis,5,3 tahun lalu
Kantor Pos Cabang Balikpapan,Hasani Anwar124,Jam pelayanan publik lebih panjang... terima kasih ..,4,9 tahun lalu
Kantor Pos Cabang Balikpapan,Sadira Prayata Bayu Ramadhani - DPIB,Mudah dilihat dari jalan utama,5,6 tahun lalu
Kantor Pos Cabang Balikpapan,Agus,Sangat ramah dan mudah pelayanan nya,5,2 tahun lalu
Kantor Pos Cabang Balikpapan,kang Nur,Sudah jadi rahasia umum bagaimana pelayanan di kantor publik,3,4 tahun lalu
Kantor Pos Cabang Balikpapan,Decki Arvinantyo,Banyak yang akan saya keluhkan... Biar bintang saja yg berbicara,1,6 tahun lalu
Kantor Pos Cabang Balikpapan,Marconi Kamal,Pelayanan Memuaskan. Antrinya gak lama,4,8 tahun lalu
Kantor Pos Cabang Balikpapan,cyla indry,Biasa aja....lambat pengirimannya,3,6 tahun lalu
Kantor Pos Cabang Balikpapan,Wastuti Sugito,Pelayanannya ramah,5,setahun lalu
Kantor Pos Cabang Balikpapan,j yogatama,Kantor Pos yang buka di hari Minggu,5,9 tahun lalu
Kantor Pos Cabang Balikpapan,Fanshegets86 Channel,Bagus pelayanan ramah baik namun sedikit lambat,5,7 tahun lalu
Kantor Pos Cabang Balikpapan,Karim Ozan,Paket saya nyasar kantor apa ini nda beres,1,8 tahun lalu
Kantor Pos Cabang Balikpapan,Syaiful Hilman,"Jl. Jendral Sudirman No. 31, kode pos 76111",5,11 tahun lalu
Kantor Pos Cabang Balikpapan,ningrum amanda,susah betul ya di tlp .. nggak diangkat2 padahal penting,1,6 tahun lalu
Kantor Pos Cabang Balikpapan,Firli Susilowati,Surat tidak dikirim sudah berapa tahun...,1,6 tahun lalu
Kantor Pos Cabang Balikpapan,Erwin Setiabudi,Pelayanan ramah,3,setahun lalu
Kantor Pos Cabang Balikpapan,Kasyful Salza Ega Zerlinda,Top mantap is the best,5,11 bulan lalu
Kantor Pos Cabang Balikpapan,Bimo Sinatriya,"Lg menuju rumah makan tanjung hijrah
Balikpapan",4,11 tahun lalu
Kantor Pos Cabang Balikpapan,Niken Bellani,Kantor pos pusat dan paling besar di Balikpapan,4,7 tahun lalu
Kantor Pos Cabang Balikpapan,Fandi Sopiyansyah,"Bersih, indah, dan beriman.",5,setahun lalu
Kantor Pos Cabang Balikpapan,Alif Tristanto,Estimasi nya kadang kurang tepat,3,3 tahun lalu
Kantor Pos Cabang Balikpapan,Aditiyo,kebanyakan preman nongkrongin parkiran  🙄 …,3,7 tahun lalu
Kantor Pos Cabang Balikpapan,Dika Wijaya,Pelayanan kurang. Telepon tidak dijawab,1,5 tahun lalu
Kantor Pos Cabang Balikpapan,Muh iqbal nasir,Pelayanan baik,5,Diedit setahun lalu
Kantor Pos Cabang Balikpapan,Suka_bobo (Fahrizal),Pelayanan cepat dan ramah,5,2 tahun lalu
Kantor Pos Cabang Balikpapan,Zull Bone,Bagus..tempatnx luas,4,6 tahun lalu
Kantor Pos Cabang Balikpapan,Anak rantau Chanel,Bagus sangat menyenagkan...,4,6 tahun lalu
Kantor Pos Cabang Balikpapan,Kartikasari Hasan,Pelayanan kurang baik,1,3 tahun lalu
Kantor Pos Cabang Balikpapan,Fahrian Ramadhan,Pos bagus,5,setahun lalu
Kantor Pos Cabang Balikpapan,sudono 78,Mantap...👍 …,4,11 bulan lalu
Kantor Pos Cabang Balikpapan,Edy Mulawarman,Bersih dan ramah,5,3 tahun lalu
Kantor Pos Cabang Balikpapan,poetra sugiarto,Enak parkir mobilnya,3,8 tahun lalu
Kantor Pos Cabang Balikpapan,Refa March,Kirim apa aja kemana aja,4,2 tahun lalu
Kantor Pos Cabang Balikpapan,Donnie Fainon,Lumayan,4,6 tahun lalu
Kantor Pos Cabang Balikpapan,M Arif Rahman,Rekomended,5,8 tahun lalu
Kantor Pos Cabang Balikpapan,Johan Wydiamarta Damping,Pos Indonesia,5,5 tahun lalu
Kantor Pos Cabang Balikpapan,Benny Sidharta,"Salah satu tempat terbaik untuk pembelian bea materai, dokumen, barang, pengiriman surat di Balikpapan.",5,3 tahun lalu
Kantor Pos Cabang Balikpapan,Dinda Faridha,"Stafnya lambat, hampir seperti tidak pernah dilatih. Antreannya sangat panjang. Namun, tarif pengirimannya paling murah dan entah bagaimana bisa diandalkan. Rekomendasi yang buruk jika mengimpor barang melalui layanan mereka, selalu minta IDR20k untuk pengemasan ulang. Saya cukup yakin tidak ada paket saya yang dikemas ulang atau bahkan diperiksa.
Edit: sekarang sekitar IDR50k, huh.",3,Diedit 3 tahun lalu
Kantor Pos Cabang Balikpapan,Anonymous Smoker,Masih bermanfaat hingga saat ini bahkan sebagian besar masyarakat menggunakan koneksi digital pada gadget internet dibandingkan kantor pos. Anak-anak sekolah dapat mengunjungi tempat tersebut untuk mempelajari lebih lanjut tentang proses lama dan membeli prangko untuk kolektor yang tersedia di sana.,3,7 tahun lalu
Kantor Pos Cabang Balikpapan,Farrah Salim,"Jadul tapi masih eksis di antara para pesaing. Tarif Terbaik, tarif termurah untuk Layanan Pengiriman Satu Malam, dan pelacakan mudah melalui situs web resmi. Juga menyediakan Western Union untuk transfer uang ke luar negeri, dan pembayaran untuk pensiun.",5,7 tahun lalu
Kantor Pos Cabang Balikpapan,Angelina Christina,"Telah menelepon untuk menanyakan mengapa setelah 10 hari paket dari Surabaya - Samarinda belum juga tiba, tidak ada yang menjawab telepon saya pada pukul 16:57. Padahal katanya buka sampai jam 8 malam.",1,7 tahun lalu
Kantor Pos Cabang Balikpapan,Juhdi Susiawan,"tolong cs nya sudah di tegur, nomer yg di hub tidak ada yg angkat!",1,9 tahun lalu
Kantor Pos Cabang Balikpapan,Husna Syahrama,"Tempatnya luas, tidak terlalu ramai.",5,4 tahun lalu
Kantor Pos Cabang Balikpapan,INTERV8L,Pos Indonesia,5,7 tahun lalu
Kantor Pos Cabang Balikpapan,achmad agus _kls bontang,Jangan sampai.,1,5 tahun lalu
Kantor Pos Cabang Balikpapan,Risna Nna,Sejauh ini baik-baik saja 👌 …,4,7 tahun lalu
Kantor Pos Cabang Balikpapan,Prasetya A,ya....,2,Diedit 2 tahun lalu
Kantor Pos Cabang Balikpapan,Firdaus,Oke,5,2 tahun lalu
Kantor Pos Cabang Balikpapan,Subur Mutram,Pelayanannya bagus...,4,7 tahun lalu
Kantor Pos Cabang Balikpapan,Hasani Anwar124,Pekerja profesional,4,11 tahun lalu
Kantor Pos Cabang Balikpapan,blimrosche,Bagus,4,4 tahun lalu
Kantor Pos Cabang Balikpapan,Yodi Hanidi,Kantor Pos Lalubea Balikpapan.,3,Diedit 8 tahun lalu
Kantor Pos Cabang Balikpapan,Achmad badaruddin,Naik,1,5 tahun lalu
